dataset,generation,adaptive_mean,adaptive_std,naive_mean,naive_std
3,92,5.4,1.4966629547095764,5.2,1.32664991614216
3,93,4.4,2.33238075793812,7.0,3.03315017762062
3,94,4.6,0.7999999999999999,4.8,0.9797958971132712
3,95,5.2,1.7204650534085255,6.4,1.8547236990991407
3,96,5.4,1.4966629547095764,6.0,1.5491933384829668
3,97,5.0,1.6733200530681511,5.4,1.3564659966250536
3,98,8.6,2.33238075793812,7.4,1.624807680927192
3,99,6.6,2.0591260281974,8.0,3.847076812334269
3,100,8.4,3.2619012860600183,6.2,1.8330302779823362
3,101,8.0,3.1622776601683795,7.6,3.2619012860600183
3,102,6.6,2.870540018881465,7.4,3.8262252939417984
3,103,7.4,2.5768197453450252,6.8,3.1874754901018454
3,104,5.8,1.6,7.6,1.8547236990991407
3,105,7.2,1.5999999999999999,10.0,2.6076809620810595
3,106,7.2,2.3151673805580453,6.8,1.7204650534085253
3,107,5.8,2.3151673805580453,7.0,3.8987177379235853
3,108,8.8,4.308131845707604,6.2,0.9797958971132712
3,109,8.0,2.6076809620810595,6.0,2.3664319132398464
3,110,6.8,2.3151673805580453,8.0,2.5298221281347035
3,111,5.8,2.227105745132009,7.6,3.3823069050575527
3,112,7.4,1.624807680927192,5.6,2.727636339397171
3,113,5.8,2.7129319932501077,6.4,1.4966629547095764
3,114,7.2,2.039607805437114,6.4,1.0198039027185568
3,115,9.0,3.794733192202055,9.0,1.8973665961010275
3,116,10.6,3.0724582991474434,9.4,1.4966629547095764
3,117,7.6,3.3823069050575527,12.0,2.756809750418044
3,118,7.4,3.4409301068170506,11.2,2.315167380558045
3,119,10.2,3.7094473981982814,11.8,2.315167380558045
3,120,7.8,4.445222154178573,10.8,1.32664991614216
3,121,11.2,4.166533331199932,9.0,1.8973665961010275
3,122,8.6,2.4166091947189146,11.4,2.244994432064365
3,123,7.0,1.0954451150103321,10.2,2.7129319932501073
3,124,8.8,3.9698866482558417,7.8,1.7204650534085253
3,125,8.8,4.874423042781576,8.4,2.4166091947189146
3,126,8.4,1.3564659966250536,8.4,2.33238075793812
3,127,8.2,4.166533331199931,8.4,3.0724582991474434
3,128,8.4,2.8705400188814645,8.2,0.7483314773547882
